    subject              activity    TimeBodyAccMeanX    TimeBodyAccMeanY    TimeBodyAccMeanZ    TimeBodyAccStdDevX    TimeBodyAccStdDevY    TimeBodyAccStdDevZ    TimeGravityAccMeanX    TimeGravityAccMeanY    TimeGravityAccMeanZ    TimeGravityAccStdDevX    TimeGravityAccStdDevY    TimeGravityAccStdDevZ    TimeBodyAccJerkMeanX    TimeBodyAccJerkMeanY    TimeBodyAccJerkMeanZ    TimeBodyAccJerkStdDevX    TimeBodyAccJerkStdDevY    TimeBodyAccJerkStdDevZ    TimeBodyGyroMeanX    TimeBodyGyroMeanY    TimeBodyGyroMeanZ    TimeBodyGyroStdDevX    TimeBodyGyroStdDevY    TimeBodyGyroStdDevZ    TimeBodyGyroJerkMeanX    TimeBodyGyroJerkMeanY    TimeBodyGyroJerkMeanZ    TimeBodyGyroJerkStdDevX    TimeBodyGyroJerkStdDevY    TimeBodyGyroJerkStdDevZ    TimeBodyAccMagMean    TimeBodyAccMagStdDev    TimeGravityAccMagMean    TimeGravityAccMagStdDev    TimeBodyAccJerkMagMean    TimeBodyAccJerkMagStdDev    TimeBodyGyroMagMean    TimeBodyGyroMagStdDev    TimeBodyGyroJerkMagMean    TimeBodyGyroJerkMagStdDev    FreqBodyAccMeanX    FreqBodyAccMeanY    FreqBodyAccMeanZ    FreqBodyAccStdDevX    FreqBodyAccStdDevY    FreqBodyAccStdDevZ    FreqBodyAccMeanFreqX    FreqBodyAccMeanFreqY    FreqBodyAccMeanFreqZ    FreqBodyAccJerkMeanX    FreqBodyAccJerkMeanY    FreqBodyAccJerkMeanZ    FreqBodyAccJerkStdDevX    FreqBodyAccJerkStdDevY    FreqBodyAccJerkStdDevZ    FreqBodyAccJerkMeanFreqX    FreqBodyAccJerkMeanFreqY    FreqBodyAccJerkMeanFreqZ    FreqBodyGyroMeanX    FreqBodyGyroMeanY    FreqBodyGyroMeanZ    FreqBodyGyroStdDevX    FreqBodyGyroStdDevY    FreqBodyGyroStdDevZ    FreqBodyGyroMeanFreqX    FreqBodyGyroMeanFreqY    FreqBodyGyroMeanFreqZ    FreqBodyAccMagMean    FreqBodyAccMagStdDev    FreqBodyAccMagMeanFreq    FreqBodyBodyAccJerkMagMean    FreqBodyBodyAccJerkMagStdDev    FreqBodyBodyAccJerkMagMeanFreq    FreqBodyBodyGyroMagMean    FreqBodyBodyGyroMagStdDev    FreqBodyBodyGyroMagMeanFreq    FreqBodyBodyGyroJerkMagMean    FreqBodyBodyGyroJerkMagStdDev    FreqBodyBodyGyroJerkMagMeanFreq    angletBodyAccMean,gravity    angletBodyAccJerkMean,gravityMean    angletBodyGyroMean,gravityMean    angletBodyGyroJerkMean,gravityMean    angleX,gravityMean    angleY,gravityMean    angleZ,gravityMean
          2              STANDING               0.278            -0.01842             -0.1059              -0.98727              -0.95730              -0.94974                  0.897               -0.37006                0.12975                   -0.987                   -0.974                   -0.946                  0.0748                1.03e-02               -8.37e-03                  -0.98109                  -0.97106                   -0.9828            -0.023862             -0.08204             0.087835                -0.9730               -0.97144                -0.9649                  -0.1056                  -0.0422                 -0.05465                    -0.9793                    -0.9834                   -0.97361             -0.965875                 -0.9579                -0.965875                    -0.9579                  -0.98049                     -0.9767                -0.9635                  -0.9539                    -0.9840                      -0.9772             -0.9839            -0.95987             -0.9625              -0.98906              -0.95791               -0.9464                1.09e-01                0.062338                0.104462                -0.98097                -0.97085                 -0.9798                  -0.98301                  -0.97352                  -0.98460                     0.33145                   -5.69e-02                     0.03965              -0.9670              -0.9726              -0.9606                 -0.975                -0.9710                -0.9698                 -0.10742                 -0.17116                 0.000227              -0.96405               -0.960519                  0.119650                     -0.977065                         -0.9752                           0.30487                  -0.961776                      -0.9568                      -0.066127                        -0.9778                          -0.9778                           0.160663                    -1.37e-02                             0.041182                         -0.015104                              1.12e-01                -0.627              3.38e-01             -0.067896
          2                LAYING               0.281            -0.01816             -0.1072              -0.97406              -0.98028              -0.98423                 -0.510                0.75254                0.64683                   -0.959                   -0.988                   -0.984                  0.0826                1.23e-02               -1.80e-03                  -0.98587                  -0.98317                   -0.9884            -0.018477             -0.11180             0.144883                -0.9883               -0.98229                -0.9603                  -0.1020                  -0.0359                 -0.07018                    -0.9932                    -0.9896                   -0.98804             -0.977435                 -0.9729                -0.977435                    -0.9729                  -0.98774                     -0.9855                -0.9500                  -0.9612                    -0.9918                      -0.9897             -0.9767            -0.97980             -0.9844              -0.97325              -0.98103               -0.9848               -1.46e-01                0.257289                0.402533                -0.98581                -0.98277                 -0.9862                  -0.98725                  -0.98499                  -0.98935                     0.15981                    1.21e-01                     0.19056              -0.9864              -0.9833              -0.9627                 -0.989                -0.9819                -0.9632                  0.10261                  0.04228                 0.055299              -0.97511               -0.975121                  0.266298                     -0.985374                         -0.9846                           0.34176                  -0.972113                      -0.9611                       0.018564                        -0.9902                          -0.9895                           0.264802                     5.79e-03                            -0.006356                          0.065286                             -2.94e-02                 0.617             -5.20e-01             -0.478928
          3               WALKING               0.276            -0.01718             -0.1127              -0.36036              -0.06991              -0.38741                  0.937               -0.26199               -0.13811                   -0.978                   -0.962                   -0.952                  0.0815                1.01e-02               -5.62e-03                  -0.26868                  -0.04496                   -0.5295            -0.025641             -0.07792             0.081349                -0.5719               -0.56379                -0.4767                  -0.0952                  -0.0388                 -0.05036                    -0.3859                    -0.6391                   -0.53666             -0.254690                 -0.3284                -0.254690                    -0.3284                  -0.28001                     -0.1399                -0.4664                  -0.5615                    -0.5661                      -0.5674             -0.3166            -0.08130             -0.4124              -0.37928              -0.12403               -0.4230               -2.47e-01                0.171743                0.074854                -0.30469                -0.14051                 -0.5141                  -0.29660                  -0.00561                  -0.54353                    -0.21604                   -2.59e-01                    -0.34695              -0.4378              -0.5615              -0.4181                 -0.615                -0.5689                -0.5459                  0.03376                 -0.03799                -0.044508              -0.29003               -0.456373                  0.113494                     -0.186765                         -0.0899                          -0.11716                  -0.569756                      -0.6326                       0.180946                        -0.6078                          -0.5491                           0.045762                     5.28e-02                            -0.076302                          0.096844                             -3.67e-02                -0.723              2.62e-01              0.117403
          3      WALKING_UPSTAIRS               0.261            -0.03241             -0.1101              -0.31312               0.01163              -0.36975                  0.884               -0.38285               -0.16294                   -0.944                   -0.910                   -0.909                  0.0427                3.97e-02                2.08e-02                  -0.45836                  -0.25168                   -0.7086             0.072198             -0.13928             0.021560                -0.4560               -0.58274                -0.4923                  -0.1155                  -0.0400                 -0.04982                    -0.5073                    -0.7758                   -0.57343             -0.184015                 -0.3336                -0.184015                    -0.3336                  -0.43690                     -0.4390                -0.3473                  -0.4089                    -0.6589                      -0.7180             -0.3920            -0.07881             -0.5045              -0.28533              -0.00804               -0.3508               -4.61e-01               -0.100019               -0.278896                -0.47843                -0.28377                 -0.6773                  -0.48645                  -0.26819                  -0.73871                    -0.32515                   -4.54e-01                    -0.44266              -0.3782              -0.6373              -0.4315                 -0.485                -0.5560                -0.5611                 -0.14554                 -0.33932                -0.102014              -0.31587               -0.447994                  0.023822                     -0.412921                         -0.4806                           0.09049                  -0.514212                      -0.4452                      -0.177731                        -0.7169                          -0.7400                           0.075384                     1.35e-02                             0.115177                         -0.263078                              3.04e-02                -0.601              3.47e-01              0.134294
          3    WALKING_DOWNSTAIRS               0.292            -0.01936             -0.1161              -0.05741              -0.03315              -0.36224                  0.939               -0.22883               -0.10235                   -0.950                   -0.946                   -0.900                  0.0726                1.10e-02               -2.03e-03                  -0.08580                  -0.11144                   -0.5717            -0.131573             -0.01394             0.123827                -0.2617               -0.54674                -0.4423                  -0.0779                  -0.0392                 -0.04162                    -0.2857                    -0.6809                   -0.37461             -0.062813                 -0.0411                -0.062813                    -0.0411                  -0.20524                     -0.0926                -0.2153                  -0.2458                    -0.5086                      -0.5839             -0.0422            -0.00770             -0.4045              -0.06544              -0.10972               -0.3897               -3.26e-01                0.052907               -0.056600                -0.09067                -0.13594                 -0.5291                  -0.16544                  -0.14773                  -0.61353                    -0.22960                   -3.56e-01                    -0.27442              -0.1291              -0.5427              -0.3029                 -0.309                -0.5531                -0.5482                 -0.15989                 -0.10997                 0.091007               0.02894               -0.233849                  0.043962                     -0.049478                         -0.1591                           0.04350                  -0.332377                      -0.3224                      -0.051670                        -0.5763                          -0.6249                           0.065444                    -4.76e-02                            -0.010849                          0.313784                             -7.73e-02                -0.767              2.41e-01              0.093221
          3               SITTING               0.257            -0.00350             -0.0984              -0.97101              -0.85662              -0.87511                  0.901                0.12730                0.13902                   -0.957                   -0.904                   -0.898                  0.0726                2.73e-03               -4.23e-03                  -0.97447                  -0.95363                   -0.9747            -0.038537             -0.07524             0.094011                -0.9654               -0.94485                -0.9264                  -0.1036                  -0.0361                 -0.05901                    -0.9725                    -0.9786                   -0.97375             -0.895383                 -0.8703                -0.895383                    -0.8703                  -0.96908                     -0.9666                -0.9194                  -0.9255                    -0.9780                      -0.9768             -0.9702            -0.89191             -0.9180              -0.97161              -0.84966               -0.8643                3.13e-02               -0.006616                0.047862                -0.97495                -0.95417                 -0.9708                  -0.97628                  -0.95646                  -0.97716                     0.21573                   -9.59e-02                    -0.04375              -0.9576              -0.9562              -0.9350                 -0.968                -0.9396                -0.9306                  0.05208                 -0.16604                -0.038747              -0.90419               -0.874627                  0.028160                     -0.965889                         -0.9666                           0.28680                  -0.946665                      -0.9254                      -0.115526                        -0.9779                          -0.9767                           0.087190                     3.27e-02                             0.004078                          0.064371                             -2.52e-02                -0.760             -6.32e-03             -0.078393
          3              STANDING               0.280            -0.01434             -0.1016              -0.96674              -0.89345              -0.91142                  0.935               -0.30174                0.02476                   -0.982                   -0.957                   -0.928                  0.0751                7.72e-03               -8.07e-03                  -0.95709                  -0.94169                   -0.9731            -0.024663             -0.05851             0.066526                -0.9005               -0.92779                -0.9124                  -0.0995                  -0.0472                 -0.04168                    -0.9409                    -0.9684                   -0.95829             -0.925431                 -0.9151                -0.925431                    -0.9151                  -0.95930                     -0.9488                -0.8921                  -0.8821                    -0.9623                      -0.9577             -0.9601            -0.90808             -0.9395              -0.96993              -0.89243               -0.9048               -8.70e-02               -0.128180                0.007719                -0.95767                -0.94350                 -0.9692                  -0.96057                  -0.94395                  -0.97560                     0.07496                   -2.58e-01                    -0.11237              -0.9013              -0.9377              -0.9162                 -0.902                -0.9231                -0.9197                 -0.29711                 -0.31601                -0.229120              -0.92697               -0.921836                 -0.000333                     -0.948627                         -0.9482                           0.12982                  -0.913682                      -0.8834                      -0.309822                        -0.9603                          -0.9571                          -0.020631                     7.73e-03                             0.024655                          0.009799                             -5.05e-02                -0.712              2.90e-01              0.004571
          3                LAYING               0.276            -0.01896             -0.1013              -0.98278              -0.96206              -0.96369                 -0.242                0.83703                0.48870                   -0.983                   -0.981                   -0.965                  0.0770                1.38e-02               -4.36e-03                  -0.98088                  -0.96871                   -0.9821            -0.020817             -0.07185             0.138000                -0.9745               -0.97727                -0.9635                  -0.1000                  -0.0390                 -0.06873                    -0.9803                    -0.9868                   -0.98334             -0.972791                 -0.9642                -0.972791                    -0.9642                  -0.97948                     -0.9761                -0.9516                  -0.9543                    -0.9867                      -0.9831             -0.9807            -0.96117             -0.9683              -0.98369              -0.96409               -0.9633               -7.40e-02                0.238471                0.216972                -0.98051                -0.96875                 -0.9791                  -0.98312                  -0.97104                  -0.98371                     0.17598                   -1.32e-02                     0.04482              -0.9702              -0.9781              -0.9623                 -0.976                -0.9770                -0.9673                 -0.08222                 -0.02668                 0.147686              -0.96552               -0.968350                  0.236990                     -0.975950                         -0.9753                           0.23861                  -0.964587                      -0.9554                      -0.022930                        -0.9843                          -0.9826                           0.110698                     1.79e-02                             0.016648                          0.045587                              3.17e-02                 0.424             -6.30e-01             -0.346243
          4               WALKING               0.279            -0.01484             -0.1114              -0.44083              -0.07883              -0.58625                  0.964               -0.08585                0.12776                   -0.984                   -0.968                   -0.963                  0.0784                2.96e-03               -7.68e-04                  -0.29704                  -0.22117                   -0.7514            -0.031798             -0.07269             0.080568                -0.5009               -0.66539                -0.6626                  -0.1153                  -0.0393                 -0.05512                    -0.4923                    -0.8074                   -0.64045             -0.312051                 -0.5277                -0.312051                    -0.5277                  -0.36670                     -0.3169                -0.4978                  -0.5531                    -0.6813                      -0.7301             -0.4267            -0.14940             -0.6310              -0.44723              -0.10180               -0.5942               -1.39e-01                0.012348               -0.078789                -0.35888                -0.27955                 -0.7290                  -0.29733                  -0.20990                  -0.77236                    -0.13528                   -3.86e-01                    -0.32574              -0.3734              -0.6885              -0.6014                 -0.543                -0.6547                -0.7165                 -0.12715                 -0.27467                 0.149852              -0.45080               -0.651173                  0.382096                     -0.318588                         -0.3205                           0.11149                  -0.609286                      -0.5939                       0.069730                        -0.7243                          -0.7578                           0.265355                    -1.20e-02                             0.000921                          0.017781                              5.54e-02                -0.865              1.43e-01             -0.067518
          4      WALKING_UPSTAIRS               0.271            -0.03198             -0.1142              -0.20493              -0.06669              -0.37214                  0.946               -0.23294                0.08417                   -0.958                   -0.923                   -0.920                  0.0561                2.34e-02                3.40e-03                  -0.38049                  -0.28154                   -0.7265             0.039383             -0.08595             0.084375                -0.4544               -0.55119                -0.3608                  -0.1315                  -0.0391                 -0.07225                    -0.5337                    -0.8407                   -0.55624             -0.153704                 -0.2120                -0.153704                    -0.2120                  -0.40092                     -0.4373                -0.2998                  -0.5110                    -0.6870                      -0.7553             -0.2945            -0.11711             -0.5247              -0.17322              -0.10143               -0.3451               -4.87e-01               -0.066235               -0.230537                -0.41830                -0.29781                 -0.6901                  -0.39676                  -0.31453                  -0.76277                    -0.37965                   -3.93e-01                    -0.31965              -0.3711              -0.6843              -0.3508                 -0.484                -0.4898                -0.4245                 -0.20607                 -0.49153                -0.130134              -0.27683               -0.301006                 -0.108017                     -0.397406                         -0.4973                           0.04975                  -0.575794                      -0.5525                      -0.150274                        -0.7407                          -0.7942                           0.179517                     5.92e-02                            -0.005062                         -0.246559                              5.35e-02                -0.775              2.43e-01             -0.036802
